ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0001937932-22-000002	021-452597               	15-JUL-2022		X0708	D	LIVE		
0001376474-22-000325	021-452596               	15-JUL-2022		X0708	D	LIVE		
0001786236-22-000007	021-452595               	15-JUL-2022	7381	X0708	D	LIVE		
0000919574-22-004255	021-452594               	15-JUL-2022		X0708	D	LIVE		
0001937932-22-000001	021-452593               	15-JUL-2022		X0708	D	LIVE		
0001936430-22-000001	021-452592               	15-JUL-2022		X0708	D	LIVE		
0001096906-22-001631	021-452591               	15-JUL-2022		X0708	D	LIVE		
0001213556-22-000001	021-279050               	15-JUL-2022		X0708	D/A	LIVE		
0001937253-22-000001	021-452590               	15-JUL-2022		X0708	D	LIVE		
0001014100-22-000041	021-452589               	15-JUL-2022		X0708	D	LIVE		
0001567619-22-014058	021-452588               	15-JUL-2022		X0708	D	LIVE		
0001937449-22-000002	021-452587               	15-JUL-2022		X0708	D	LIVE		
0001937225-22-000001	021-452586               	15-JUL-2022		X0708	D	LIVE		
0001567619-22-014057	021-452585               	15-JUL-2022		X0708	D	LIVE		
0001933138-22-000015	021-374515               	15-JUL-2022		X0708	D/A	LIVE		
0001538189-22-000001	021-452584               	15-JUL-2022		X0708	D	LIVE		
0001937394-22-000001	021-452583               	15-JUL-2022		X0708	D	LIVE		
0001938163-22-000001	021-452582               	15-JUL-2022		X0708	D	LIVE		
0000919574-22-004253	021-344624               	15-JUL-2022		X0708	D/A	LIVE		
0001936924-22-000002	021-452581               	15-JUL-2022		X0708	D	LIVE		
0001104659-22-080118	021-452580               	15-JUL-2022		X0708	D	LIVE		
0001938044-22-000001	021-452579               	15-JUL-2022		X0708	D	LIVE		
0001315863-22-000517	021-452578               	15-JUL-2022		X0708	D	LIVE		
0001899675-22-000006	021-433499               	15-JUL-2022		X0708	D/A	LIVE		
0001864929-22-000002	021-403567               	15-JUL-2022		X0708	D/A	LIVE		
0001669906-22-000001	021-269018               	15-JUL-2022		X0708	D/A	LIVE		
0001937451-22-000001	021-452577               	15-JUL-2022		X0708	D	LIVE		
0001004878-22-000015	021-452576               	15-JUL-2022		X0708	D	LIVE		
0001931113-22-000002	021-452575               	15-JUL-2022		X0708	D	LIVE		
0000919574-22-004251	021-336914               	15-JUL-2022		X0708	D/A	LIVE		
0001376474-22-000323	021-452574               	15-JUL-2022		X0708	D	LIVE		
0001938201-22-000003	021-452573               	15-JUL-2022		X0708	D	LIVE		
0001878646-22-000032	021-452572               	15-JUL-2022		X0708	D	LIVE		
0001493152-22-019402	021-452571               	15-JUL-2022		X0708	D	LIVE		
0001938286-22-000001	021-452570               	15-JUL-2022		X0708	D	LIVE		
0001800153-22-000002	021-358253               	15-JUL-2022		X0708	D/A	LIVE		
0001754200-22-000002	021-323213               	15-JUL-2022		X0708	D/A	LIVE		
0001920882-22-000001	021-452569               	15-JUL-2022		X0708	D	LIVE		
0001938250-22-000001	021-452568               	15-JUL-2022		X0708	D	LIVE		
0000919574-22-004249	021-243632               	15-JUL-2022		X0708	D/A	LIVE		
0001554197-22-000001	021-452567               	15-JUL-2022		X0708	D	LIVE		
0001595412-22-000002	021-209457               	15-JUL-2022		X0708	D/A	LIVE		
0001012975-22-000295	021-405105               	15-JUL-2022		X0708	D/A	LIVE		
0001856150-22-000001	021-396862               	15-JUL-2022		X0708	D/A	LIVE		
0001708885-22-000002	021-288762               	15-JUL-2022		X0708	D/A	LIVE		
0001678069-22-000001	021-267542               	15-JUL-2022		X0708	D/A	LIVE		
0001922006-22-000001	021-452566               	15-JUL-2022		X0708	D	LIVE		
0001558525-22-000001	021-452565               	15-JUL-2022		X0708	D	LIVE		
0001923383-22-000001	021-452564               	15-JUL-2022		X0708	D	LIVE		
0001708888-22-000002	021-288765               	15-JUL-2022		X0708	D/A	LIVE		
0001930974-22-000001	021-452563               	15-JUL-2022		X0708	D	LIVE		
0001818127-22-000001	021-371080               	15-JUL-2022		X0708	D/A	LIVE		
0001930973-22-000001	021-452562               	15-JUL-2022		X0708	D	LIVE		
0000919574-22-004247	021-129040               	15-JUL-2022		X0708	D/A	LIVE		
0001538882-22-000001	021-171379               	15-JUL-2022		X0708	D/A	LIVE		
0001935966-22-000001	021-452561               	15-JUL-2022		X0708	D	LIVE		
0001938040-22-000001	021-452560               	15-JUL-2022		X0708	D	LIVE		
0000919574-22-004245	021-95734                	15-JUL-2022		X0708	D/A	LIVE		
0001923227-22-000002	021-335580               	15-JUL-2022		X0708	D/A	LIVE		
0001012975-22-000294	021-452559               	15-JUL-2022		X0708	D	LIVE		
0001937803-22-000001	021-452558               	15-JUL-2022		X0708	D	LIVE		
0001937912-22-000001	021-452557               	15-JUL-2022		X0708	D	LIVE		
0001881543-22-000002	021-452556               	15-JUL-2022		X0708	D	LIVE		
0000919574-22-004243	021-128048               	15-JUL-2022		X0708	D/A	LIVE		
0001873346-22-000001	021-406798               	15-JUL-2022		X0708	D/A	LIVE		
0001933354-22-000005	021-452555               	15-JUL-2022		X0708	D	LIVE		
0000902664-22-003621	021-344288               	15-JUL-2022		X0708	D/A	LIVE		
0001567619-22-014047	021-452554               	15-JUL-2022		X0708	D	LIVE		
0001931149-22-000001	021-452553               	15-JUL-2022		X0708	D	LIVE		
0001935830-22-000002	021-452552               	15-JUL-2022		X0708	D	LIVE		
0000919574-22-004241	021-56923                	15-JUL-2022		X0708	D/A	LIVE		
0001938147-22-000001	021-452551               	15-JUL-2022		X0708	D	LIVE		
0000919574-22-004240	021-105227               	15-JUL-2022		X0708	D/A	LIVE		
0001911062-22-000001	021-452550               	15-JUL-2022		X0708	D	LIVE		
0001911085-22-000001	021-452549               	15-JUL-2022		X0708	D	LIVE		
0000919574-22-004237	021-406466               	15-JUL-2022		X0708	D/A	LIVE		
0001816829-22-000009	021-371199               	15-JUL-2022		X0708	D/A	LIVE		
0000919574-22-004235	021-91798-2B             	15-JUL-2022		X0708	D/A	LIVE		
0000919574-22-004234	021-408298               	15-JUL-2022		X0708	D/A	LIVE		
0001936793-22-000001	021-452548               	15-JUL-2022		X0708	D	LIVE		
0001937930-22-000001	021-452547               	15-JUL-2022		X0708	D	LIVE		
0001938254-22-000001	021-452546               	15-JUL-2022		X0708	D	LIVE		
0001551922-22-000001	021-179924               	15-JUL-2022		X0708	D/A	LIVE		
0001405086-22-000208	021-199704               	15-JUL-2022		X0708	D/A	LIVE		
0000919574-22-004231	021-128669               	15-JUL-2022		X0708	D/A	LIVE		
0000926877-22-000005	021-153431               	15-JUL-2022		X0708	D/A	LIVE		
0000919574-22-004229	021-406518               	15-JUL-2022		X0708	D/A	LIVE		
0000919574-22-004228	021-371054               	15-JUL-2022		X0708	D/A	LIVE		
0001712449-22-000001	021-291215               	15-JUL-2022		X0708	D/A	LIVE		
0001816829-22-000008	021-441434               	15-JUL-2022		X0708	D/A	LIVE		
0001315863-22-000516	021-452545               	15-JUL-2022		X0708	D	LIVE		
0001937272-22-000001	021-452544               	15-JUL-2022		X0708	D	LIVE		
0001938251-22-000001	021-452543               	15-JUL-2022		X0708	D	LIVE		
0001933354-22-000004	021-452542               	15-JUL-2022		X0708	D	LIVE		
0001937560-22-000001	021-452541               	15-JUL-2022		X0708	D	LIVE		
0001816829-22-000007	021-396138               	15-JUL-2022		X0708	D/A	LIVE		
0001484560-22-000001	021-139007               	15-JUL-2022		X0708	D/A	LIVE		
0001937273-22-000001	021-452540               	15-JUL-2022		X0708	D	LIVE		
0001933354-22-000003	021-452539               	15-JUL-2022		X0708	D	LIVE		
0001929809-22-000002	021-452538               	15-JUL-2022		X0708	D	LIVE		
0001013594-22-000521	021-452537               	15-JUL-2022		X0708	D	LIVE		
0001938115-22-000001	021-452536               	15-JUL-2022		X0708	D	LIVE		
0001816829-22-000006	021-406351               	15-JUL-2022		X0708	D/A	LIVE		
0001938270-22-000001	021-452535               	15-JUL-2022		X0708	D	LIVE		
0001013594-22-000520	021-452534               	15-JUL-2022		X0708	D	LIVE		
0001816829-22-000005	021-290769               	15-JUL-2022		X0708	D/A	LIVE		
0001744126-22-000001	021-315556               	15-JUL-2022		X0708	D/A	LIVE		
0000310051-22-000014	021-160874               	15-JUL-2022		X0708	D/A	LIVE		
0001938023-22-000001	021-452533               	15-JUL-2022		X0708	D	LIVE		
0000310051-22-000013	021-92451                	15-JUL-2022		X0708	D/A	LIVE		
0000310051-22-000012	021-91619                	15-JUL-2022		X0708	D/A	LIVE		
0001657022-22-000001	021-452532               	15-JUL-2022		X0708	D	LIVE		
0000310051-22-000011	021-148681               	15-JUL-2022		X0708	D/A	LIVE		
0001816829-22-000004	021-273953               	15-JUL-2022		X0708	D/A	LIVE		
0001935508-22-000002	021-452531               	15-JUL-2022		X0708	D	LIVE		
0001937878-22-000001	021-452530               	15-JUL-2022		X0708	D	LIVE		
0001935509-22-000002	021-452529               	15-JUL-2022		X0708	D	LIVE		
0001816829-22-000003	021-290766               	15-JUL-2022		X0708	D/A	LIVE		
0001933354-22-000002	021-452528               	15-JUL-2022		X0708	D	LIVE		
0000945621-22-000275	021-199422               	15-JUL-2022		X0708	D/A	LIVE		
0001933354-22-000001	021-452527               	15-JUL-2022		X0708	D	LIVE		
0001937712-22-000001	021-452526               	15-JUL-2022		X0708	D	LIVE		
0001937882-22-000001	021-452525               	15-JUL-2022		X0708	D	LIVE		
0001938136-22-000001	021-452524               	15-JUL-2022		X0708	D	LIVE		
0001781208-22-000001	021-344377               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003620	021-228332               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003619	021-221071               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003618	021-221073               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003617	021-289473               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003616	021-316951               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003615	021-316952               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003614	021-406437               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003613	021-371044               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003612	021-110797               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003611	021-406529               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003610	021-344477               	15-JUL-2022		X0708	D/A	LIVE		
0000902664-22-003609	021-243519               	15-JUL-2022		X0708	D/A	LIVE		
0001937687-22-000002	021-452308               	15-JUL-2022		X0708	D/A	LIVE		
0001209191-22-042208	021-452522               	15-JUL-2022		X0708	D	LIVE		
0001869180-22-000003	021-452523               	15-JUL-2022		X0708	D	LIVE		
0001937738-22-000002	021-452309               	15-JUL-2022		X0708	D/A	LIVE		
0001047852-22-000003	021-452494               	15-JUL-2022		X0708	D	LIVE		
0001937725-22-000002	021-452495               	15-JUL-2022		X0708	D	LIVE		
0001937708-22-000002	021-452318               	15-JUL-2022		X0708	D/A	LIVE		
0001914190-22-000002	021-435424               	15-JUL-2022		X0708	D/A	LIVE		
0001937735-22-000002	021-452301               	15-JUL-2022		X0708	D/A	LIVE		
0001938123-22-000001	021-452492               	15-JUL-2022		X0708	D	LIVE		
0001937695-22-000004	021-452303               	15-JUL-2022		X0708	D/A	LIVE		
0001937687-22-000001	021-452307               	15-JUL-2022		X0708	D/A	LIVE		
0001937738-22-000003	021-452310               	15-JUL-2022		X0708	D/A	LIVE		
0001930060-22-000001	021-452493               	15-JUL-2022		X0708	D	LIVE		
0001938065-22-000001	021-452521               	15-JUL-2022		X0708	D	LIVE		
0001937919-22-000001	021-452520               	15-JUL-2022		X0708	D	LIVE		
0001932332-22-000001	021-452514               	15-JUL-2022		X0708	D	LIVE		
0001938260-22-000001	021-452515               	15-JUL-2022		X0708	D	LIVE		
0001938264-22-000001	021-452516               	15-JUL-2022		X0708	D	LIVE		
0001938191-22-000001	021-452517               	15-JUL-2022		X0708	D	LIVE		
0001938032-22-000001	021-452518               	15-JUL-2022		X0708	D	LIVE		
0001935768-22-000002	021-452512               	15-JUL-2022		X0708	D	LIVE		
0001935714-22-000002	021-452513               	15-JUL-2022		X0708	D	LIVE		
0001938246-22-000001	021-452501               	15-JUL-2022		X0708	D	LIVE		
0001661667-22-000001	021-253604               	15-JUL-2022		X0708	D/A	LIVE		
0001935515-22-000002	021-452502               	15-JUL-2022		X0708	D	LIVE		
0001938258-22-000001	021-452503               	15-JUL-2022		X0708	D	LIVE		
0001935524-22-000002	021-452504               	15-JUL-2022		X0708	D	LIVE		
0001868103-22-000009	021-403210               	15-JUL-2022		X0708	D/A	LIVE		
0001209191-22-042171	021-452505               	15-JUL-2022		X0708	D	LIVE		
0001594162-22-000001	021-208064               	15-JUL-2022		X0708	D/A	LIVE		
0001935511-22-000002	021-452506               	15-JUL-2022		X0708	D	LIVE		
0001935526-22-000002	021-452507               	15-JUL-2022		X0708	D	LIVE		
0001932595-22-000001	021-452508               	15-JUL-2022		X0708	D	LIVE		
0001104659-22-079937	021-342474               	15-JUL-2022		X0708	D/A	LIVE		
0001935672-22-000002	021-452509               	15-JUL-2022		X0708	D	LIVE		
0001935506-22-000002	021-452510               	15-JUL-2022		X0708	D	LIVE		
0001935505-22-000002	021-452511               	15-JUL-2022		X0708	D	LIVE		
0001104659-22-079925	021-452496               	15-JUL-2022	6531	X0708	D	LIVE		
0001937714-22-000002	021-452323               	15-JUL-2022		X0708	D/A	LIVE		
0001937716-22-000002	021-452328               	15-JUL-2022		X0708	D/A	LIVE		
0001937717-22-000002	021-452334               	15-JUL-2022		X0708	D/A	LIVE		
0001770325-22-000001	021-452499               	15-JUL-2022		X0708	D	LIVE		
0001935551-22-000002	021-452497               	15-JUL-2022		X0708	D	LIVE		
0001936719-22-000001	021-452498               	15-JUL-2022		X0708	D	LIVE		
0001937739-22-000001	021-452519               	15-JUL-2022		X0708	D	LIVE		
0001937706-22-000001	021-452312               	15-JUL-2022		X0708	D/A	LIVE		
0001937732-22-000001	021-452311               	15-JUL-2022		X0708	D/A	LIVE		
0001917352-22-000002	021-438012               	15-JUL-2022		X0708	D/A	LIVE		
0001594150-22-000001	021-208046               	15-JUL-2022		X0708	D/A	LIVE		
0001937720-22-000002	021-452336               	15-JUL-2022		X0708	D/A	LIVE		
0001937719-22-000002	021-452342               	15-JUL-2022		X0708	D/A	LIVE		
0001937945-22-000001	021-452500               	15-JUL-2022		X0708	D	LIVE		
0001567619-22-014023	021-452491               	14-JUL-2022		X0708	D	LIVE		
0001937966-22-000001	021-452490               	14-JUL-2022		X0708	D	LIVE		
0001933839-22-000001	021-452489               	14-JUL-2022		X0708	D	LIVE		
0001871815-22-000001	021-405952               	14-JUL-2022		X0708	D/A	LIVE		
0001937171-22-000002	021-452488               	14-JUL-2022		X0708	D	LIVE		
0001788488-22-000001	021-452487               	14-JUL-2022		X0708	D	LIVE		
0001843810-22-000002	021-452486               	14-JUL-2022		X0708	D	LIVE		
0001912036-22-000001	021-452485               	14-JUL-2022		X0708	D	LIVE		
0000950142-22-002181	021-452484               	14-JUL-2022		X0708	D	LIVE		
0000950142-22-002180	021-452483               	14-JUL-2022		X0708	D	LIVE		
0001937548-22-000002	021-452482               	14-JUL-2022		X0708	D	LIVE		
0001938212-22-000002	021-452481               	14-JUL-2022		X0708	D	LIVE		
0001938228-22-000002	021-452480               	14-JUL-2022		X0708	D	LIVE		
0001938095-22-000001	021-452479               	14-JUL-2022		X0708	D	LIVE		
0001937171-22-000001	021-452478               	14-JUL-2022		X0708	D	LIVE		
0001710269-22-000002	021-452476               	14-JUL-2022		X0708	D	LIVE		
0001567619-22-014020	021-452477               	14-JUL-2022		X0708	D	LIVE		
0001934106-22-000002	021-452475               	14-JUL-2022		X0708	D	LIVE		
0001938243-22-000001	021-452474               	14-JUL-2022		X0708	D	LIVE		
0001937948-22-000006	021-452473               	14-JUL-2022		X0708	D	LIVE		
0001855144-22-000002	021-452472               	14-JUL-2022		X0708	D	LIVE		
0001357140-22-000001	021-452471               	14-JUL-2022		X0708	D	LIVE		
0001935763-22-000002	021-452470               	14-JUL-2022		X0708	D	LIVE		
0001209191-22-042142	021-452469               	14-JUL-2022	3760	X0708	D	LIVE		
0001601811-22-000001	021-452468               	14-JUL-2022		X0708	D	LIVE		
0001932928-22-000002	021-452467               	14-JUL-2022		X0708	D	LIVE		
0001938215-22-000002	021-452466               	14-JUL-2022		X0708	D	LIVE		
0001865614-22-000001	021-406280               	14-JUL-2022		X0708	D/A	LIVE		
0001877799-22-000001	021-452465               	14-JUL-2022		X0708	D	LIVE		
0001937948-22-000005	021-452464               	14-JUL-2022		X0708	D	LIVE		
0001865617-22-000001	021-406299               	14-JUL-2022		X0708	D/A	LIVE		
0001857360-22-000001	021-406136               	14-JUL-2022		X0708	D/A	LIVE		
0001938225-22-000001	021-452463               	14-JUL-2022		X0708	D	LIVE		
0001932928-22-000001	021-452462               	14-JUL-2022		X0708	D	LIVE		
0001938219-22-000002	021-452461               	14-JUL-2022		X0708	D	LIVE		
0001865621-22-000001	021-406274               	14-JUL-2022		X0708	D/A	LIVE		
0001938216-22-000002	021-452460               	14-JUL-2022		X0708	D	LIVE		
