ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0001942039-22-000002	021-456199               	17-AUG-2022		X0708	D	LIVE		
0001941334-22-000001	021-456198               	17-AUG-2022		X0708	D	LIVE		
0001943159-22-000003	021-409633               	17-AUG-2022		X0708	D/A	LIVE		
0001904295-22-000001	021-429465               	17-AUG-2022		X0708	D/A	LIVE		
0001941323-22-000001	021-456197               	17-AUG-2022		X0708	D	LIVE		
0001940320-22-000001	021-456196               	17-AUG-2022		X0708	D	LIVE		
0001567619-22-016411	021-293805               	17-AUG-2022		X0708	D/A	LIVE		
0001943148-22-000002	021-456195               	17-AUG-2022		X0708	D	LIVE		
0001743017-22-000002	021-314560               	17-AUG-2022		X0708	D/A	LIVE		
0001775121-22-000004	021-372931               	17-AUG-2022		X0708	D/A	LIVE		
0001943347-22-000002	021-456194               	17-AUG-2022		X0708	D	LIVE		
0001903876-22-000002	021-431084               	17-AUG-2022		X0708	D/A	LIVE		
0001943252-22-000002	021-456193               	17-AUG-2022		X0708	D	LIVE		
0001943061-22-000003	021-456192               	17-AUG-2022		X0708	D	LIVE		
0001746827-22-000002	021-456191               	17-AUG-2022		X0708	D	LIVE		
0001940977-22-000001	021-456190               	17-AUG-2022		X0708	D	LIVE		
0001783668-22-000003	021-364409               	17-AUG-2022		X0708	D/A	LIVE		
0001943343-22-000002	021-456189               	17-AUG-2022		X0708	D	LIVE		
0001213900-22-049008	021-456188               	17-AUG-2022	2834	X0708	D	LIVE		
0001942781-22-000001	021-456187               	17-AUG-2022		X0708	D	LIVE		
0001784622-22-000001	021-456186               	17-AUG-2022		X0708	D	LIVE		
0001928290-22-000003	021-450631               	17-AUG-2022		X0708	D/A	LIVE		
0001930767-22-000001	021-456185               	17-AUG-2022		X0708	D	LIVE		
0001943346-22-000002	021-456184               	17-AUG-2022		X0708	D	LIVE		
0001943345-22-000002	021-456183               	17-AUG-2022		X0708	D	LIVE		
0001898017-22-000001	021-456182               	17-AUG-2022		X0708	D	LIVE		
0001942327-22-000001	021-456181               	17-AUG-2022		X0708	D	LIVE		
0001941702-22-000009	021-201227               	17-AUG-2022		X0708	D/A	LIVE		
0001943049-22-000001	021-456180               	17-AUG-2022		X0708	D	LIVE		
0001941702-22-000008	021-201230               	17-AUG-2022		X0708	D/A	LIVE		
0001928352-22-000001	021-456179               	17-AUG-2022		X0708	D	LIVE		
0001931808-22-000001	021-456178               	17-AUG-2022		X0708	D	LIVE		
0001928071-22-000001	021-456177               	17-AUG-2022		X0708	D	LIVE		
0001928069-22-000001	021-456176               	17-AUG-2022		X0708	D	LIVE		
0001941702-22-000007	021-168999               	17-AUG-2022		X0708	D/A	LIVE		
0001062993-22-018207	021-456175               	17-AUG-2022		X0708	D	LIVE		
0001721368-22-000002	021-456174               	17-AUG-2022		X0708	D	LIVE		
0001941702-22-000006	021-162932               	17-AUG-2022		X0708	D/A	LIVE		
0001556022-22-000001	021-456173               	17-AUG-2022		X0708	D	LIVE		
0001625498-22-000002	021-230112               	17-AUG-2022		X0708	D/A	LIVE		
0001942678-22-000001	021-456172               	17-AUG-2022		X0708	D	LIVE		
0001941702-22-000005	021-201229               	17-AUG-2022			D/A	LIVE		
0001567619-22-016402	021-456171               	17-AUG-2022		X0708	D	LIVE		
0001625498-22-000001	021-230114               	17-AUG-2022		X0708	D/A	LIVE		
0001567619-22-016401	021-456170               	17-AUG-2022		X0708	D	LIVE		
0001936794-22-000004	021-451584               	17-AUG-2022		X0708	D/A	LIVE		
0001939934-22-000001	021-456169               	17-AUG-2022		X0708	D	LIVE		
0001556008-22-000001	021-182658               	17-AUG-2022		X0708	D/A	LIVE		
0001941702-22-000004	021-168976               	17-AUG-2022		X0708	D/A	LIVE		
0001942942-22-000001	021-456168               	17-AUG-2022		X0708	D	LIVE		
0001943159-22-000002	021-456167               	17-AUG-2022		X0708	D	LIVE		
0001943211-22-000001	021-456166               	17-AUG-2022		X0708	D	LIVE		
0001943159-22-000001	021-456165               	17-AUG-2022		X0708	D	LIVE		
0001941700-22-000005	021-456164               	17-AUG-2022		X0708	D	LIVE		
0001096906-22-001935	021-456163               	17-AUG-2022		X0708	D	LIVE		
0001914066-22-000002	021-455699               	17-AUG-2022		X0708	D/A	LIVE		
0001939853-22-000001	021-456162               	17-AUG-2022		X0708	D	LIVE		
0000899140-22-000648	021-410383               	17-AUG-2022			D/A	LIVE		
0001940354-22-000001	021-456161               	17-AUG-2022		X0708	D	LIVE		
0001941700-22-000004	021-456160               	17-AUG-2022		X0708	D	LIVE		
0001927598-22-000008	021-445641               	17-AUG-2022		X0708	D/A	LIVE		
0001941700-22-000003	021-456159               	17-AUG-2022		X0708	D	LIVE		
0001012975-22-000376	021-456158               	17-AUG-2022		X0708	D	LIVE		
0001941700-22-000002	021-456157               	17-AUG-2022		X0708	D	LIVE		
0001943139-22-000002	021-456156               	17-AUG-2022		X0708	D	LIVE		
0001941700-22-000001	021-456155               	17-AUG-2022		X0708	D	LIVE		
0001829982-22-000001	021-456154               	17-AUG-2022		X0708	D	LIVE		
0001427925-22-000001	021-456153               	17-AUG-2022	2834	X0708	D	LIVE		
0001941725-22-000001	021-456152               	17-AUG-2022		X0708	D	LIVE		
0001942457-22-000001	021-456151               	17-AUG-2022		X0708	D	LIVE		
0001930407-22-000006	021-448836               	17-AUG-2022		X0708	D/A	LIVE		
0001085037-22-000058	021-456150               	17-AUG-2022		X0708	D	LIVE		
0001922246-22-000002	021-456149               	17-AUG-2022		X0708	D	LIVE		
0001922643-22-000009	021-443824               	17-AUG-2022		X0708	D/A	LIVE		
0001943268-22-000002	021-456148               	17-AUG-2022		X0708	D	LIVE		
0001942210-22-000001	021-456147               	17-AUG-2022		X0708	D	LIVE		
0001943269-22-000002	021-456146               	17-AUG-2022		X0708	D	LIVE		
0001941539-22-000001	021-456145               	17-AUG-2022		X0708	D	LIVE		
0001943267-22-000002	021-456144               	17-AUG-2022		X0708	D	LIVE		
0001865880-22-000004	021-456143               	17-AUG-2022		X0708	D	LIVE		
0001941041-22-000001	021-456142               	17-AUG-2022		X0708	D	LIVE		
0001012975-22-000375	021-456141               	17-AUG-2022		X0708	D	LIVE		
0001878885-22-000001	021-410513               	17-AUG-2022		X0708	D/A	LIVE		
0001821397-22-000002	021-373395               	17-AUG-2022		X0708	D/A	LIVE		
0001878886-22-000001	021-410511               	17-AUG-2022		X0708	D/A	LIVE		
0001844338-22-000001	021-456140               	17-AUG-2022		X0708	D	LIVE		
0001062993-22-018163	021-456139               	17-AUG-2022		X0708	D	LIVE		
0001213900-22-048899	021-456138               	17-AUG-2022	3640	X0708	D	LIVE		
0001878888-22-000001	021-410510               	17-AUG-2022		X0708	D/A	LIVE		
0000943663-22-000119	021-456137               	17-AUG-2022		X0708	D	LIVE		
0001878889-22-000001	021-410505               	17-AUG-2022		X0708	D/A	LIVE		
0001897613-22-000001	021-423932               	17-AUG-2022		X0708	D/A	LIVE		
0001878892-22-000001	021-410507               	17-AUG-2022		X0708	D/A	LIVE		
0001931841-22-000002	021-456136               	17-AUG-2022		X0708	D	LIVE		
0001940790-22-000001	021-456135               	17-AUG-2022			D	LIVE		
0001566114-22-000092	021-17869-NY             	17-AUG-2022		X0708	D/A	LIVE		
0001714762-22-000001	021-292856               	17-AUG-2022		X0708	D/A	LIVE		
0001931828-22-000004	021-451947               	17-AUG-2022		X0708	D/A	LIVE		
0001878891-22-000001	021-410508               	17-AUG-2022		X0708	D/A	LIVE		
0001920057-22-000002	021-441827               	17-AUG-2022		X0708	D/A	LIVE		
0001943210-22-000001	021-456134               	17-AUG-2022		X0708	D	LIVE		
0001942782-22-000001	021-456133               	17-AUG-2022		X0708	D	LIVE		
0000902664-22-004022	021-456132               	17-AUG-2022		X0708	D	LIVE		
0001804150-22-000001	021-361084               	17-AUG-2022			D/A	LIVE		
0001878893-22-000001	021-410504               	17-AUG-2022		X0708	D/A	LIVE		
0000914139-22-000023	021-456131               	17-AUG-2022	3663	X0708	D	LIVE		
0000908662-22-000016	021-456130               	17-AUG-2022		X0708	D	LIVE		
0001934481-22-000002	021-456129               	17-AUG-2022		X0708	D	LIVE		
0001642154-22-000002	021-456128               	17-AUG-2022		X0708	D	LIVE		
0001932199-22-000001	021-456127               	17-AUG-2022		X0708	D	LIVE		
0000902664-22-004020	021-292915               	17-AUG-2022		X0708	D/A	LIVE		
0001941726-22-000001	021-456126               	17-AUG-2022		X0708	D	LIVE		
0001943144-22-000001	021-456125               	17-AUG-2022		X0708	D	LIVE		
0001641403-22-000001	021-456124               	17-AUG-2022		X0708	D	LIVE		
0001934057-22-000002	021-456123               	17-AUG-2022		X0708	D	LIVE		
0000897069-22-000499	021-456122               	17-AUG-2022		X0708	D	LIVE		
0000902664-22-004019	021-240576               	17-AUG-2022		X0708	D/A	LIVE		
0000902664-22-004018	021-245973               	17-AUG-2022		X0708	D/A	LIVE		
0000892251-22-000015	021-456121               	17-AUG-2022		X0708	D	LIVE		
0001929719-22-000002	021-456120               	17-AUG-2022		X0708	D	LIVE		
0001209191-22-046139	021-361704               	17-AUG-2022		X0708	D/A	LIVE		
0001209191-22-046131	021-361708               	17-AUG-2022		X0708	D/A	LIVE		
0001935474-22-000002	021-456117               	17-AUG-2022		X0708	D	LIVE		
0001929115-22-000002	021-456106               	17-AUG-2022		X0708	D	LIVE		
0001943127-22-000001	021-456118               	17-AUG-2022		X0708	D	LIVE		
0001879051-22-000001	021-456109               	17-AUG-2022		X0708	D	LIVE		
0001648490-22-000001	021-456116               	17-AUG-2022		X0708	D	LIVE		
0000853789-22-000001	021-456110               	17-AUG-2022		X0708	D	LIVE		
0001943213-22-000002	021-456105               	17-AUG-2022		X0708	D	LIVE		
0001940809-22-000002	021-456119               	17-AUG-2022		X0708	D	LIVE		
0001940597-22-000001	021-456115               	17-AUG-2022		X0708	D	LIVE		
0001831487-22-000001	021-456112               	17-AUG-2022		X0708	D	LIVE		
0001493152-22-023269	021-456114               	17-AUG-2022		X0708	D	LIVE		
0001709316-22-000003	021-456113               	17-AUG-2022		X0708	D	LIVE		
0001567619-22-016385	021-410205               	17-AUG-2022		X0708	D/A	LIVE		
0001859326-22-000004	021-456107               	17-AUG-2022		X0708	D	LIVE		
0001567619-22-016383	021-456108               	17-AUG-2022		X0708	D	LIVE		
0001942676-22-000001	021-456111               	17-AUG-2022		X0708	D	LIVE		
0001943207-22-000002	021-456104               	16-AUG-2022		X0708	D	LIVE		
0001214659-22-010309	021-373464               	16-AUG-2022		X0708	D/A	LIVE		
0001942532-22-000001	021-456103               	16-AUG-2022		X0708	D	LIVE		
0001493152-22-023236	021-456102               	16-AUG-2022	3590	X0708	D	LIVE		
0001890257-22-000154	021-456101               	16-AUG-2022		X0708	D	LIVE		
0001929528-22-000001	021-456100               	16-AUG-2022		X0708	D	LIVE		
0001445815-22-000001	021-456099               	16-AUG-2022	2834	X0708	D	LIVE		
0001488845-22-000001	021-373185               	16-AUG-2022		X0708	D/A	LIVE		
0001935623-22-000001	021-456098               	16-AUG-2022		X0708	D	LIVE		
0001929527-22-000001	021-456097               	16-AUG-2022		X0708	D	LIVE		
0000892251-22-000014	021-456096               	16-AUG-2022		X0708	D	LIVE		
0000919574-22-005125	021-410698               	16-AUG-2022		X0708	D/A	LIVE		
0000919574-22-005124	021-456095               	16-AUG-2022		X0708	D	LIVE		
0001890257-22-000153	021-456094               	16-AUG-2022		X0708	D	LIVE		
0001437749-22-020729	021-456093               	16-AUG-2022	3841	X0708	D	LIVE		
0001706975-22-000002	021-443584               	16-AUG-2022		X0708	D/A	LIVE		
0001943188-22-000001	021-456092               	16-AUG-2022		X0708	D	LIVE		
0001942385-22-000001	021-456091               	16-AUG-2022		X0708	D	LIVE		
0001941921-22-000002	021-269341               	16-AUG-2022		X0708	D/A	LIVE		
0001941921-22-000001	021-456090               	16-AUG-2022		X0708	D	LIVE		
0001914326-22-000002	021-456089               	16-AUG-2022		X0708	D	LIVE		
0001877718-22-000001	021-410609               	16-AUG-2022		X0708	D/A	LIVE		
0001941222-22-000001	021-456088               	16-AUG-2022		X0708	D	LIVE		
0001942149-22-000001	021-456087               	16-AUG-2022		X0708	D	LIVE		
0001936338-22-000002	021-455496               	16-AUG-2022		X0708	D/A	LIVE		
0001872707-22-000002	021-423542               	16-AUG-2022		X0708	D/A	LIVE		
0001890257-22-000152	021-456086               	16-AUG-2022		X0708	D	LIVE		
0001943157-22-000002	021-456085               	16-AUG-2022		X0708	D	LIVE		
0001890257-22-000151	021-456084               	16-AUG-2022		X0708	D	LIVE		
0001942044-22-000001	021-456083               	16-AUG-2022		X0708	D	LIVE		
0000897069-22-000498	021-455404               	16-AUG-2022		X0708	D/A	LIVE		
0001887423-22-000001	021-456082               	16-AUG-2022		X0708	D	LIVE		
0001941315-22-000001	021-456081               	16-AUG-2022		X0708	D	LIVE		
0001890257-22-000150	021-456080               	16-AUG-2022		X0708	D	LIVE		
0000897069-22-000497	021-455401               	16-AUG-2022		X0708	D/A	LIVE		
0001942698-22-000002	021-376519               	16-AUG-2022	6798	X0708	D/A	LIVE		
0001890257-22-000149	021-456079               	16-AUG-2022		X0708	D	LIVE		
0001942698-22-000001	021-376512               	16-AUG-2022	6798	X0708	D/A	LIVE		
0001933637-22-000001	021-456078               	16-AUG-2022		X0708	D	LIVE		
0001942905-22-000001	021-456077               	16-AUG-2022		X0708	D	LIVE		
0001934085-22-000002	021-456076               	16-AUG-2022		X0708	D	LIVE		
0000897069-22-000496	021-456075               	16-AUG-2022		X0708	D	LIVE		
0001890257-22-000148	021-456074               	16-AUG-2022		X0708	D	LIVE		
0000897069-22-000495	021-456073               	16-AUG-2022		X0708	D	LIVE		
0001567619-22-016365	021-456072               	16-AUG-2022		X0708	D	LIVE		
0000897069-22-000494	021-456071               	16-AUG-2022		X0708	D	LIVE		
0001437749-22-020693	021-456070               	16-AUG-2022	3674	X0708	D	LIVE		
0000897069-22-000493	021-456069               	16-AUG-2022		X0708	D	LIVE		
0001923085-22-000002	021-456068               	16-AUG-2022		X0708	D	LIVE		
0001405759-22-000002	021-105564               	16-AUG-2022		X0708	D/A	LIVE		
0001943136-22-000001	021-456067               	16-AUG-2022		X0708	D	LIVE		
0001942495-22-000001	021-456066               	16-AUG-2022		X0708	D	LIVE		
0001104659-22-091680	021-456065               	16-AUG-2022		X0708	D	LIVE		
0001567619-22-016363	021-456064               	16-AUG-2022		X0708	D	LIVE		
0001096906-22-001916	021-456063               	16-AUG-2022		X0708	D	LIVE		
0001557793-22-000001	021-184123               	16-AUG-2022		X0708	D/A	LIVE		
0001868267-22-000002	021-456062               	16-AUG-2022		X0708	D	LIVE		
0001479446-22-000001	021-137647               	16-AUG-2022		X0708	D/A	LIVE		
0001750197-22-000001	021-319264               	16-AUG-2022		X0708	D/A	LIVE		
0001062993-22-018094	021-456061               	16-AUG-2022		X0708	D	LIVE		
0001877420-22-000001	021-410158               	16-AUG-2022		X0708	D/A	LIVE		
0001821140-22-000001	021-373381               	16-AUG-2022		X0708	D/A	LIVE		
0001640088-22-000006	021-456060               	16-AUG-2022		X0708	D	LIVE		
0001567619-22-016360	021-410298               	16-AUG-2022		X0708	D/A	LIVE		
0001784081-22-000001	021-345491               	16-AUG-2022		X0708	D/A	LIVE		
0001784082-22-000001	021-345487               	16-AUG-2022		X0708	D/A	LIVE		
0001942780-22-000001	021-456059               	16-AUG-2022		X0708	D	LIVE		
0001013594-22-000564	021-242517               	16-AUG-2022		X0708	D/A	LIVE		
0001013594-22-000563	021-128512               	16-AUG-2022		X0708	D/A	LIVE		
0001810367-22-000001	021-369522               	16-AUG-2022		X0708	D/A	LIVE		
0001516928-22-000001	021-456058               	16-AUG-2022		X0708	D	LIVE		
0001810353-22-000001	021-369521               	16-AUG-2022		X0708	D/A	LIVE		
0000935836-22-000472	021-456057               	16-AUG-2022		X0708	D	LIVE		
0001942206-22-000002	021-455531               	16-AUG-2022		X0708	D/A	LIVE		
0001567619-22-016358	021-456056               	16-AUG-2022		X0708	D	LIVE		
0001942689-22-000001	021-456055               	16-AUG-2022		X0708	D	LIVE		
0000919574-22-005119	021-410694               	16-AUG-2022		X0708	D/A	LIVE		
0001045610-22-000002	021-224347               	16-AUG-2022	6500	X0708	D/A	LIVE		
0000919574-22-005117	021-456054               	16-AUG-2022		X0708	D	LIVE		
0000919394-22-000001	021-283694               	16-AUG-2022		X0708	D/A	LIVE		
0001116354-22-000026	021-456053               	16-AUG-2022	7389	X0708	D	LIVE		
0001943035-22-000002	021-456052               	16-AUG-2022		X0708	D	LIVE		
0001567619-22-016355	021-456051               	16-AUG-2022		X0708	D	LIVE		
0001062993-22-018080	021-456050               	16-AUG-2022		X0708	D	LIVE		
0000919574-22-005114	021-410090               	16-AUG-2022		X0708	D/A	LIVE		
0001315863-22-000595	021-80303                	16-AUG-2022		X0708	D/A	LIVE		
0001315863-22-000594	021-80260                	16-AUG-2022		X0708	D/A	LIVE		
0001936701-22-000002	021-456049               	16-AUG-2022		X0708	D	LIVE		
0000902664-22-004001	021-410084               	16-AUG-2022		X0708	D/A	LIVE		
0001774486-22-000001	021-339729               	16-AUG-2022		X0708	D/A	LIVE		
0001940260-22-000002	021-454861               	16-AUG-2022		X0708	D/A	LIVE		
0001942041-22-000001	021-456048               	16-AUG-2022		X0708	D	LIVE		
0001655871-22-000002	021-249560               	16-AUG-2022		X0708	D/A	LIVE		
0001686311-22-000002	021-272158               	16-AUG-2022		X0708	D/A	LIVE		
0001766986-22-000002	021-335374               	16-AUG-2022		X0708	D/A	LIVE		
0001655872-22-000001	021-249559               	16-AUG-2022		X0708	D/A	LIVE		
0001686386-22-000001	021-272156               	16-AUG-2022		X0708	D/A	LIVE		
0001776811-22-000001	021-339669               	16-AUG-2022		X0708	D/A	LIVE		
0001942136-22-000003	021-455943               	16-AUG-2022		X0708	D/A	LIVE		
0001893211-22-000002	021-456047               	16-AUG-2022		X0708	D	LIVE		
0001943034-22-000002	021-456046               	16-AUG-2022		X0708	D	LIVE		
0001943033-22-000002	021-456045               	16-AUG-2022		X0708	D	LIVE		
0001943031-22-000002	021-456044               	16-AUG-2022		X0708	D	LIVE		
0001942078-22-000004	021-455416               	16-AUG-2022		X0708	D/A	LIVE		
0001943032-22-000002	021-456043               	16-AUG-2022		X0708	D	LIVE		
0001942791-22-000001	021-456042               	16-AUG-2022		X0708	D	LIVE		
0001942600-22-000004	021-455792               	16-AUG-2022		X0708	D/A	LIVE		
0001835171-22-000003	021-456041               	16-AUG-2022		X0708	D	LIVE		
0001941543-22-000001	021-456040               	16-AUG-2022		X0708	D	LIVE		
0001567619-22-016333	021-393554               	16-AUG-2022		X0708	D/A	LIVE		
0001942940-22-000002	021-456034               	16-AUG-2022		X0708	D	LIVE		
0001209191-22-045903	021-456038               	16-AUG-2022	2834	X0708	D	LIVE		
0001943001-22-000002	021-456030               	16-AUG-2022		X0708	D	LIVE		
0001942876-22-000001	021-456036               	16-AUG-2022		X0708	D	LIVE		
0001214659-22-010265	021-456039               	16-AUG-2022		X0708	D	LIVE		
0001941538-22-000001	021-456033               	16-AUG-2022		X0708	D	LIVE		
0001942422-22-000001	021-456035               	16-AUG-2022		X0708	D	LIVE		
0001943002-22-000001	021-456032               	16-AUG-2022		X0708	D	LIVE		
0001941702-22-000003	021-346471               	16-AUG-2022		X0708	D/A	LIVE		
0001942723-22-000001	021-456037               	16-AUG-2022		X0708	D	LIVE		
0001587741-22-000001	021-204412               	16-AUG-2022		X0708	D/A	LIVE		
0001661023-22-000006	021-456029               	16-AUG-2022		X0708	D	LIVE		
0001890257-22-000147	021-456031               	16-AUG-2022		X0708	D	LIVE		
0001843266-22-000001	021-389231               	15-AUG-2022		X0708	D/A	LIVE		
0001942582-22-000001	021-456027               	15-AUG-2022		X0708	D	LIVE		
0001940571-22-000003	021-456026               	15-AUG-2022		X0708	D	LIVE		
0001942583-22-000001	021-456025               	15-AUG-2022		X0708	D	LIVE		
0001941916-22-000001	021-456024               	15-AUG-2022		X0708	D	LIVE		
0001567619-22-016276	021-410146               	15-AUG-2022		X0708	D/A	LIVE		
0001749960-22-000001	021-373281               	15-AUG-2022		X0708	D/A	LIVE		
0001820161-22-000001	021-373445               	15-AUG-2022		X0708	D/A	LIVE		
0001661023-22-000005	021-410091               	15-AUG-2022	6798	X0708	D/A	LIVE		
0001104659-22-091354	021-243674               	15-AUG-2022		X0708	D/A	LIVE		
0001919509-22-000001	021-456023               	15-AUG-2022		X0708	D	LIVE		
0000902664-22-003990	021-456022               	15-AUG-2022		X0708	D	LIVE		
0001942894-22-000002	021-456021               	15-AUG-2022		X0708	D	LIVE		
0001104659-22-091300	021-456020               	15-AUG-2022		X0708	D	LIVE		
0001386841-22-000002	021-456019               	15-AUG-2022		X0708	D	LIVE		
0001942886-22-000001	021-456018               	15-AUG-2022		X0708	D	LIVE		
0001661023-22-000004	021-410097               	15-AUG-2022	6798	X0708	D/A	LIVE		
0001942520-22-000001	021-456017               	15-AUG-2022		X0708	D	LIVE		
0001684624-22-000004	021-439958               	15-AUG-2022		X0708	D/A	LIVE		
0001835701-22-000002	021-456016               	15-AUG-2022		X0708	D	LIVE		
0001850843-22-000001	021-392078               	15-AUG-2022		X0708	D/A	LIVE		
0001684624-22-000003	021-439958               	15-AUG-2022		X0708	D/A	LIVE		
0001661023-22-000003	021-376515               	15-AUG-2022	6798	X0708	D/A	LIVE		
0001749962-22-000003	021-319065               	15-AUG-2022		X0708	D/A	LIVE		
0001661023-22-000002	021-376514               	15-AUG-2022	6798	X0708	D/A	LIVE		
0001661023-22-000001	021-410094               	15-AUG-2022	6798	X0708	D/A	LIVE		
0001820097-22-000001	021-456015               	15-AUG-2022		X0708	D	LIVE		
0001567619-22-016181	021-346664               	15-AUG-2022		X0708	D/A	LIVE		
0001941935-22-000004	021-456014               	15-AUG-2022		X0708	D	LIVE		
0001942807-22-000001	021-456013               	15-AUG-2022		X0708	D	LIVE		
0001929031-22-000001	021-456012               	15-AUG-2022		X0708	D	LIVE		
0001942680-22-000001	021-456011               	15-AUG-2022		X0708	D	LIVE		
0001941935-22-000003	021-456010               	15-AUG-2022		X0708	D	LIVE		
0001941935-22-000002	021-456009               	15-AUG-2022		X0708	D	LIVE		
0001942939-22-000002	021-456008               	15-AUG-2022		X0708	D	LIVE		
0001941935-22-000001	021-456007               	15-AUG-2022		X0708	D	LIVE		
0001939166-22-000002	021-454910               	15-AUG-2022		X0708	D/A	LIVE		
0001493152-22-022814	021-456006               	15-AUG-2022		X0708	D	LIVE		
0001942282-22-000001	021-456003               	15-AUG-2022		X0708	D	LIVE		
0001942933-22-000002	021-456004               	15-AUG-2022		X0708	D	LIVE		
0001942931-22-000002	021-456005               	15-AUG-2022		X0708	D	LIVE		
0001942934-22-000002	021-456002               	15-AUG-2022		X0708	D	LIVE		
0001937941-22-000001	021-456001               	15-AUG-2022		X0708	D	LIVE		
0001942935-22-000002	021-456000               	15-AUG-2022		X0708	D	LIVE		
0001942936-22-000002	021-455999               	15-AUG-2022		X0708	D	LIVE		
0001513810-22-000001	021-455998               	15-AUG-2022		X0708	D	LIVE		
0001942938-22-000002	021-455997               	15-AUG-2022		X0708	D	LIVE		
0001942937-22-000002	021-455996               	15-AUG-2022		X0708	D	LIVE		
0001735151-22-000001	021-455995               	15-AUG-2022		X0708	D	LIVE		
0001941622-22-000001	021-455994               	15-AUG-2022		X0708	D	LIVE		
0000950142-22-002527	021-455993               	15-AUG-2022		X0708	D	LIVE		
0001096906-22-001893	021-455992               	15-AUG-2022		X0708	D	LIVE		
0001942776-22-000001	021-455991               	15-AUG-2022		X0708	D	LIVE		
0001833266-22-000004	021-381315               	15-AUG-2022		X0708	D/A	LIVE		
0001080368-22-000037	021-455990               	15-AUG-2022		X0708	D	LIVE		
0001787975-22-000003	021-455989               	15-AUG-2022		X0708	D	LIVE		
0001820452-22-000001	021-373397               	15-AUG-2022		X0708	D/A	LIVE		
0001813455-22-000003	021-433270               	15-AUG-2022		X0708	D/A	LIVE		
0001926883-22-000002	021-455988               	15-AUG-2022		X0708	D	LIVE		
0001942806-22-000001	021-455987               	15-AUG-2022		X0708	D	LIVE		
0001942137-22-000001	021-455986               	15-AUG-2022		X0708	D	LIVE		
0001498621-22-000005	021-146215               	15-AUG-2022		X0708	D/A	LIVE		
0001493435-22-000001	021-170207               	15-AUG-2022		X0708	D/A	LIVE		
0001564717-22-000002	021-190091               	15-AUG-2022		X0708	D/A	LIVE		
0001941745-22-000002	021-455985               	15-AUG-2022		X0708	D	LIVE		
0001939533-22-000002	021-455984               	15-AUG-2022		X0708	D	LIVE		
0001941152-22-000002	021-455983               	15-AUG-2022		X0708	D	LIVE		
0001940466-22-000001	021-455982               	15-AUG-2022		X0708	D	LIVE		
0001930937-22-000001	021-455980               	15-AUG-2022		X0708	D	LIVE		
0001941379-22-000002	021-455979               	15-AUG-2022		X0708	D	LIVE		
0001933177-22-000001	021-455977               	15-AUG-2022		X0708	D	LIVE		
0001942399-22-000001	021-455978               	15-AUG-2022		X0708	D	LIVE		
0001941379-22-000001	021-455976               	15-AUG-2022		X0708	D	LIVE		
0001926323-22-000001	021-455975               	15-AUG-2022		X0708	D	LIVE		
0001936010-22-000001	021-455974               	15-AUG-2022		X0708	D	LIVE		
0001915011-22-000001	021-455973               	15-AUG-2022		X0708	D	LIVE		
0001937329-22-000001	021-455981               	15-AUG-2022		X0708	D	LIVE		
0001885679-22-000001	021-455972               	15-AUG-2022		X0708	D	LIVE		
0001922096-22-000002	021-455971               	15-AUG-2022		X0708	D	LIVE		
0000919574-22-005036	021-41960                	15-AUG-2022		X0708	D/A	LIVE		
0001713392-22-000002	021-292054               	15-AUG-2022		X0708	D/A	LIVE		
0000919574-22-005028	021-245099               	15-AUG-2022		X0708	D/A	LIVE		
0001104659-22-091015	021-455970               	15-AUG-2022		X0708	D/A	LIVE		
0001861398-22-000002	021-455969               	15-AUG-2022		X0708	D	LIVE		
0001623632-22-000960	021-252809               	15-AUG-2022		X0708	D/A	LIVE		
0001567619-22-016081	021-455968               	15-AUG-2022		X0708	D	LIVE		
0001940638-22-000001	021-455967               	15-AUG-2022		X0708	D	LIVE		
0001713392-22-000001	021-292053               	15-AUG-2022		X0708	D/A	LIVE		
0000919574-22-005023	021-455966               	15-AUG-2022		X0708	D	LIVE		
0001869145-22-000001	021-455965               	15-AUG-2022		X0708	D	LIVE		
0001938640-22-000008	021-429599               	15-AUG-2022		X0708	D/A	LIVE		
0001725755-22-000002	021-382871               	15-AUG-2022		X0708	D/A	LIVE		
0001942080-22-000003	021-455414               	15-AUG-2022		X0708	D/A	LIVE		
0001104659-22-090897	021-455964               	15-AUG-2022		X0708	D	LIVE		
0001104659-22-090894	021-455963               	15-AUG-2022		X0708	D	LIVE		
0001104659-22-090893	021-455962               	15-AUG-2022		X0708	D	LIVE		
0001104659-22-090890	021-455960               	15-AUG-2022		X0708	D	LIVE		
0001104659-22-090885	021-455961               	15-AUG-2022		X0708	D	LIVE		
0001104659-22-090884	021-455959               	15-AUG-2022		X0708	D	LIVE		
0001104659-22-090882	021-455958               	15-AUG-2022		X0708	D	LIVE		
0001104659-22-090879	021-452319               	15-AUG-2022		X0708	D/A	LIVE		
0001104659-22-090876	021-417098               	15-AUG-2022		X0708	D/A	LIVE		
0001104659-22-090871	021-429498               	15-AUG-2022		X0708	D/A	LIVE		
0001104659-22-090869	021-342474               	15-AUG-2022		X0708	D/A	LIVE		
0001942843-22-000002	021-455957               	15-AUG-2022		X0708	D	LIVE		
0001104659-22-090866	021-306520               	15-AUG-2022		X0708	D/A	LIVE		
